seed,episode,total_steps,ret,length,terminal_cause,n_awake,n_nrem,n_rem,mean_overload,mean_recall
42,2081,35608,-97.984375,11,overload,11,0,0,0.8167613636363636,0.8181818181818182
42,2082,35617,-98.00625,9,overload,8,0,1,0.65625,0.9583333333333334
42,2083,35629,-100.33125,12,overload,9,2,1,0.7526041666666666,0.84375
42,2084,35647,-96.403125,18,energy,16,0,2,0.6779513888888888,0.8333333333333334
42,2085,35665,-97.246875,18,energy,16,0,2,0.7248263888888888,0.9513888888888888
42,2086,35671,-98.921875,6,overload,6,0,0,0.8203125,0.7291666666666666
42,2087,35682,-98.928125,11,overload,10,1,0,0.8025568181818182,0.8068181818181818
42,2088,35695,-98.38125,13,overload,12,0,1,0.7908653846153846,0.875
42,2089,35718,-97.921875,23,energy,18,1,4,0.670516304347826,0.9021739130434783
42,2090,35730,-101.4625,12,overload,8,3,1,0.7552083333333334,0.7708333333333334
42,2091,35744,-98.084375,14,overload,13,0,1,0.7845982142857143,0.7857142857142857
42,2092,35762,-97.721875,18,overload,15,1,2,0.6901041666666666,0.8819444444444444
42,2093,35785,-101.403125,23,overload,16,5,2,0.7262228260869565,0.9130434782608695
42,2094,35806,-97.303125,21,energy,15,0,6,0.5572916666666666,0.9345238095238095
42,2095,35825,-98.940625,19,overload,16,2,1,0.7705592105263158,0.7763157894736842
42,2096,35847,-97.259375,22,energy,18,1,3,0.6754261363636364,0.8409090909090909
42,2097,35875,-99.203125,28,energy,18,2,8,0.5786830357142857,0.9732142857142857
42,2098,35886,-98.06875,11,overload,10,0,1,0.7244318181818182,0.9090909090909091
42,2099,35891,-100.06875,5,overload,4,1,0,0.79375,0.775
42,2100,35916,-99.58125,25,energy,17,2,6,0.63125,0.93
42,2101,35944,-97.765625,28,energy,18,2,8,0.52734375,0.9821428571428571
42,2102,35963,-96.096875,19,energy,16,0,3,0.6208881578947368,0.9342105263157895
42,2103,35985,-98.86875,22,energy,18,1,3,0.7485795454545454,0.8409090909090909
42,2104,36006,-96.921875,21,energy,16,1,4,0.5915178571428571,0.9345238095238095
42,2105,36016,-99.66875,10,overload,8,1,1,0.746875,0.95
42,2106,36036,-96.61875,20,energy,16,1,3,0.6109375,0.95
42,2107,36067,-99.890625,31,energy,21,3,7,0.641633064516129,0.9798387096774194
42,2108,36073,-99.5375,6,overload,5,0,1,0.7395833333333334,0.8958333333333334
42,2109,36093,-97.946875,20,energy,16,0,4,0.67734375,0.875
42,2110,36102,-99.35,9,overload,8,0,1,0.8055555555555556,0.8333333333333334
42,2111,36130,-98.703125,28,energy,18,2,8,0.5608258928571429,0.9821428571428571
42,2112,36153,-97.546875,23,energy,18,1,4,0.6542119565217391,0.9021739130434783
42,2113,36174,-99.4,21,overload,17,1,3,0.7619047619047619,0.9404761904761905
42,2114,36196,-96.43125,22,energy,18,1,3,0.6377840909090909,0.9034090909090909
42,2115,36218,-99.04375,22,energy,15,0,7,0.6065340909090909,0.9431818181818182
42,2116,36231,-98.8875,13,overload,11,1,1,0.7451923076923077,0.9038461538461539
42,2117,36256,-100.825,25,overload,18,3,4,0.725,0.885
42,2118,36269,-98.459375,13,overload,12,1,0,0.796875,0.6730769230769231
42,2119,36291,-97.5375,22,overload,16,2,4,0.5880681818181818,0.9261363636363636
42,2120,36307,-99.74375,16,overload,12,0,4,0.708984375,0.90625
42,2121,36313,-99.38125,6,overload,5,0,1,0.7135416666666666,0.9583333333333334
42,2122,36320,-99.959375,7,overload,6,1,0,0.8370535714285714,0.8035714285714286
42,2123,36330,-99.209375,10,overload,9,1,0,0.8109375,0.6125
42,2124,36355,-98.49374999999999,25,energy,16,1,8,0.54375,0.945
42,2125,36361,-101.16875,6,overload,4,2,0,0.828125,0.625
42,2126,36384,-97.31875,23,energy,17,1,5,0.5964673913043478,0.8913043478260869
42,2127,36406,-97.315625,22,energy,14,0,8,0.47798295454545453,1.0
42,2128,36429,-98.209375,23,energy,17,1,5,0.6351902173913043,0.9347826086956522
42,2129,36447,-95.928125,18,energy,17,0,1,0.7126736111111112,0.8888888888888888
42,2130,36456,-98.865625,9,overload,8,0,1,0.7517361111111112,0.8055555555555556
42,2131,36467,-99.2875,11,overload,10,1,0,0.8352272727272727,0.7386363636363636
42,2132,36477,-101.05,10,overload,7,3,0,0.775,0.725
42,2133,36491,-96.303125,14,overload,13,0,1,0.6573660714285714,0.8303571428571429
42,2134,36521,-99.371875,30,energy,18,2,10,0.5390625,0.9625
42,2135,36532,-100.075,11,overload,9,2,0,0.8068181818181818,0.6931818181818182
42,2136,36561,-99.53125,29,energy,19,4,6,0.6045258620689655,0.978448275862069
42,2137,36593,-99.60625,32,energy,20,3,9,0.5751953125,0.9609375
42,2138,36627,-101.43125,34,overload,20,5,9,0.5891544117647058,0.9852941176470589
42,2139,36655,-98.275,28,energy,19,2,7,0.5848214285714286,0.9776785714285714
42,2140,36707,-103.85312499999999,52,energy,28,9,15,0.56640625,0.9591346153846154
42,2141,36718,-99.215625,11,overload,9,1,1,0.7286931818181818,0.7840909090909091
42,2142,36746,-100.50625,28,overload,17,4,7,0.5859375,0.9419642857142857
42,2143,36773,-98.8375,27,energy,18,2,7,0.5902777777777778,0.9444444444444444
42,2144,36783,-98.771875,10,overload,9,0,1,0.7671875,0.8125
42,2145,36794,-100.0875,11,overload,7,1,3,0.6079545454545454,0.9431818181818182
42,2146,36816,-100.73125,22,overload,15,2,5,0.6832386363636364,0.9034090909090909
42,2147,36834,-99.065625,18,overload,15,1,2,0.7647569444444444,0.9027777777777778
42,2148,36855,-98.63125,21,energy,15,0,6,0.6205357142857143,0.9464285714285714
42,2149,36884,-97.55,29,energy,21,3,5,0.6120689655172413,0.9525862068965517
42,2150,36898,-100.175,14,overload,11,2,1,0.7767857142857143,0.9017857142857143
42,2151,36908,-100.65,10,overload,6,0,4,0.625,0.95
42,2152,36933,-99.49375,25,energy,16,1,8,0.58375,0.955
42,2153,36961,-100.4375,28,energy,18,2,8,0.6227678571428571,0.9017857142857143
42,2154,36982,-98.2875,21,energy,15,0,6,0.6041666666666666,0.9880952380952381
42,2155,37017,-100.471875,35,energy,22,4,9,0.6049107142857143,0.9428571428571428
42,2156,37056,-98.703125,39,energy,24,5,10,0.5436698717948718,0.9967948717948718
42,2157,37076,-97.203125,20,energy,15,0,5,0.58515625,0.925
42,2158,37085,-100.340625,9,overload,7,1,1,0.7934027777777778,0.7638888888888888
42,2159,37110,-101.053125,25,overload,14,4,7,0.558125,0.955
42,2160,37130,-98.74375,20,energy,16,1,3,0.7171875,0.925
42,2161,37153,-98.6875,23,energy,18,1,4,0.7038043478260869,0.8967391304347826
42,2162,37181,-102.596875,28,energy,15,1,12,0.58203125,0.9508928571428571
42,2163,37200,-97.128125,19,energy,16,0,3,0.6751644736842105,0.868421052631579
42,2164,37215,-98.6125,15,overload,12,1,2,0.6875,0.8583333333333333
42,2165,37225,-97.85,10,overload,9,1,0,0.675,0.8375
42,2166,37233,-98.109375,8,overload,8,0,0,0.763671875,0.90625
42,2167,37261,-100.703125,28,energy,18,2,8,0.6322544642857143,0.9107142857142857
42,2168,37267,-100.178125,6,overload,5,1,0,0.8463541666666666,0.7916666666666666
42,2169,37292,-96.83125,25,energy,17,1,7,0.52125,0.965
42,2170,37315,-98.575,23,overload,16,1,6,0.6032608695652174,0.9565217391304348
42,2171,37346,-101.98125,31,overload,19,4,8,0.6381048387096774,0.9475806451612904
42,2172,37361,-97.778125,15,overload,13,0,2,0.7052083333333333,0.7666666666666667
42,2173,37406,-99.58125,45,energy,27,7,11,0.5506944444444445,0.9777777777777777
42,2174,37419,-98.225,13,overload,12,0,1,0.7788461538461539,0.8461538461538461
42,2175,37452,-100.9625,33,energy,19,3,11,0.5625,0.9621212121212122
42,2176,37480,-99.71875,28,energy,18,2,8,0.5970982142857143,0.9642857142857143
42,2177,37519,-101.7875,39,energy,23,5,11,0.594551282051282,0.9423076923076923
42,2178,37543,-99.703125,24,energy,14,0,10,0.529296875,0.9895833333333334
42,2179,37577,-101.859375,34,energy,19,3,12,0.5693933823529411,0.9595588235294118
42,2180,37619,-102.971875,42,overload,24,7,11,0.5993303571428571,0.9583333333333334
42,2181,37634,-100.103125,15,overload,11,3,1,0.7135416666666666,0.875
42,2182,37667,-101.509375,33,energy,19,4,10,0.5790719696969697,0.946969696969697
42,2183,37682,-98.76875,15,overload,12,1,2,0.6979166666666666,0.9083333333333333
42,2184,37699,-101.9875,17,overload,9,1,7,0.5992647058823529,0.9852941176470589
42,2185,37721,-98.971875,22,energy,14,0,8,0.5532670454545454,0.9659090909090909
42,2186,37753,-99.871875,32,energy,20,3,9,0.58349609375,0.9765625
42,2187,37776,-97.146875,23,energy,17,1,5,0.5889945652173914,0.9293478260869565
42,2188,37791,-100.31875,15,overload,9,0,6,0.58125,0.975
42,2189,37818,-98.159375,27,energy,19,2,6,0.6059027777777778,0.9768518518518519
42,2190,37851,-99.309375,33,overload,21,6,6,0.5790719696969697,0.9696969696969697
42,2191,37883,-103.38125,32,energy,16,2,14,0.5556640625,0.97265625
42,2192,37905,-98.18125,22,energy,18,1,3,0.7173295454545454,0.8977272727272727
42,2193,37931,-100.453125,26,energy,16,1,9,0.5943509615384616,0.9567307692307693
42,2194,37954,-96.75,23,energy,18,1,4,0.6195652173913043,0.9510869565217391
42,2195,37969,-100.359375,15,overload,10,0,5,0.6572916666666667,0.9083333333333333
42,2196,37984,-98.971875,15,overload,12,1,2,0.7114583333333333,0.9416666666666667
42,2197,38010,-98.35625,26,energy,19,2,5,0.640625,0.9230769230769231
42,2198,38029,-98.625,19,overload,14,1,4,0.6381578947368421,0.8881578947368421
42,2199,38049,-98.484375,20,energy,15,0,5,0.64921875,0.91875
42,2200,38062,-98.51875,13,overload,10,1,2,0.6322115384615384,0.9423076923076923
42,2201,38082,-96.478125,20,energy,16,0,4,0.60390625,0.93125
42,2202,38112,-98.321875,30,energy,21,3,6,0.6140625,0.9125
42,2203,38168,-105.178125,56,energy,25,8,23,0.48353794642857145,0.9955357142857143
42,2204,38194,-100.5,26,energy,16,1,9,0.5961538461538461,0.9519230769230769
42,2205,38223,-97.6125,29,energy,21,3,5,0.6142241379310345,0.9612068965517241
42,2206,38266,-103.325,43,energy,26,7,10,0.6424418604651163,0.936046511627907
42,2207,38304,-100.99375,38,energy,19,4,15,0.4761513157894737,0.9703947368421053
42,2208,38360,-107.56875,56,energy,25,8,23,0.5262276785714286,0.9955357142857143
42,2209,38390,-100.83125,30,energy,17,2,11,0.5510416666666667,0.9875
42,2210,38425,-101.028125,35,energy,18,3,14,0.49508928571428573,0.9892857142857143
42,2211,38451,-100.903125,26,overload,14,2,10,0.5270432692307693,0.9711538461538461
42,2212,38486,-101.31875,35,energy,19,4,12,0.5348214285714286,0.9642857142857143
42,2213,38522,-101.515625,36,energy,21,4,11,0.5837673611111112,0.9479166666666666
42,2214,38569,-103.496875,47,energy,25,7,15,0.5595079787234043,0.9680851063829787
42,2215,38610,-101.15625,41,energy,21,5,15,0.4916158536585366,0.9939024390243902
42,2216,38661,-104.27812499999999,51,energy,24,7,20,0.5015318627450981,0.9828431372549019
42,2217,38722,-106.16562499999999,61,energy,27,9,25,0.4879610655737705,0.9979508196721312
42,2218,38736,-97.85,14,overload,13,0,1,0.7678571428571429,0.7589285714285714
42,2219,38762,-99.134375,26,energy,17,2,7,0.5859375,0.9759615384615384
42,2220,38791,-101.478125,29,energy,15,1,13,0.5199353448275862,0.9827586206896551
42,2221,38806,-98.403125,15,overload,13,0,2,0.746875,0.875
42,2222,38839,-99.38125,33,energy,22,4,7,0.6145833333333334,0.9545454545454546
42,2223,38896,-106.39375,57,energy,29,10,18,0.5718201754385965,0.9320175438596491
42,2224,38934,-105.38125,38,energy,17,4,17,0.5337171052631579,0.9572368421052632
42,2225,38965,-100.99375,31,energy,17,2,12,0.5352822580645161,0.9919354838709677
42,2226,39002,-100.88125,37,overload,21,5,11,0.5481418918918919,0.9797297297297297
42,2227,39032,-100.871875,30,energy,18,2,10,0.5890625,0.9583333333333334
42,2228,39059,-99.996875,27,energy,15,1,11,0.5109953703703703,0.9953703703703703
42,2229,39086,-99.878125,27,energy,19,2,6,0.6695601851851852,0.9768518518518519
42,2230,39121,-101.396875,35,energy,19,3,13,0.5370535714285715,0.9571428571428572
42,2231,39174,-110.065625,53,energy,20,6,27,0.5050117924528302,0.9882075471698113
42,2232,39230,-111.2875,56,energy,20,7,29,0.49441964285714285,0.9888392857142857
42,2233,39318,-113.72187499999998,88,energy,35,18,35,0.4934303977272727,0.984375
42,2234,39351,-100.80625,33,energy,19,4,10,0.5577651515151515,0.9696969696969697
42,2235,39384,-100.4625,33,energy,19,3,11,0.5473484848484849,0.9545454545454546
42,2236,39444,-104.546875,60,energy,30,10,20,0.52578125,0.95625
42,2237,39506,-112.10312499999999,62,energy,23,10,29,0.5032762096774194,0.9758064516129032
42,2238,39559,-106.475,53,energy,22,8,23,0.47877358490566035,0.9858490566037735
42,2239,39599,-101.709375,40,energy,19,4,17,0.465234375,0.9875
42,2240,39622,-100.18124999999999,23,energy,14,1,8,0.5774456521739131,0.9565217391304348
42,2241,39656,-99.828125,34,energy,19,3,12,0.5096507352941176,0.9926470588235294
42,2242,39713,-103.61874999999999,57,energy,28,9,20,0.5038377192982456,0.9824561403508771
42,2243,39756,-107.8125,43,energy,18,4,21,0.5421511627906976,0.9680232558139535
42,2244,39779,-99.496875,23,overload,16,3,4,0.6433423913043478,0.875
42,2245,39792,-101.165625,13,overload,9,3,1,0.7512019230769231,0.8557692307692307
42,2246,39834,-101.59375,42,energy,22,5,15,0.5141369047619048,0.9732142857142857
42,2247,39850,-98.309375,16,overload,14,1,1,0.7568359375,0.8671875
42,2248,39891,-104.634375,41,energy,22,5,14,0.6032774390243902,0.9390243902439024
42,2249,39907,-101.5375,16,overload,10,4,2,0.68359375,0.9296875
42,2250,39967,-102.546875,60,energy,35,12,13,0.5841145833333333,0.9354166666666667
42,2251,40005,-102.35625,38,energy,21,4,13,0.5699013157894737,0.9638157894736842
42,2252,40035,-102.228125,30,energy,16,3,11,0.5609375,0.9666666666666667
42,2253,40075,-98.60625,40,energy,23,6,11,0.49765625,0.996875
42,2254,40117,-102.765625,42,energy,22,5,15,0.5420386904761905,0.9583333333333334
42,2255,40160,-104.146875,43,energy,22,5,16,0.5592296511627907,0.9651162790697675
42,2256,40193,-100.28125,33,energy,23,4,6,0.6751893939393939,0.8939393939393939
42,2257,40220,-99.025,27,energy,18,2,7,0.5972222222222222,0.9490740740740741
42,2258,40255,-101.725,35,energy,19,3,13,0.5464285714285714,0.9642857142857143
42,2259,40268,-99.384375,13,overload,9,2,2,0.6141826923076923,0.9807692307692307
42,2260,40306,-100.209375,38,energy,22,5,11,0.5423519736842105,0.9802631578947368
42,2261,40334,-98.140625,28,energy,18,2,8,0.5407366071428571,0.9955357142857143
42,2262,40377,-103.8125,43,energy,18,5,20,0.4491279069767442,0.9883720930232558
42,2263,40418,-101.19687499999999,41,energy,22,5,14,0.5194359756097561,0.9634146341463414
42,2264,40449,-100.371875,31,energy,19,3,9,0.5861895161290323,0.9233870967741935
42,2265,40478,-99.771875,29,energy,18,3,8,0.5748922413793104,0.9870689655172413
42,2266,40553,-106.51249999999999,75,energy,33,13,29,0.4708333333333333,0.9966666666666667
42,2267,40596,-104.75625,43,energy,22,7,14,0.5734011627906976,0.9622093023255814
42,2268,40617,-98.28125,21,overload,16,1,4,0.65625,0.9880952380952381
42,2269,40655,-101.4875,38,energy,20,4,14,0.5180921052631579,0.9736842105263158
42,2270,40691,-100.65625,36,energy,21,4,11,0.5598958333333334,0.9583333333333334
42,2271,40709,-100.646875,18,overload,12,3,3,0.6692708333333334,0.9791666666666666
42,2272,40732,-100.009375,23,energy,14,0,9,0.5699728260869565,0.967391304347826
42,2273,40775,-100.05,43,energy,25,6,12,0.5406976744186046,0.9825581395348837
42,2274,40808,-102.775,33,energy,19,4,10,0.6174242424242424,0.9659090909090909
42,2275,40832,-98.29375,24,energy,17,1,6,0.6080729166666666,0.984375
42,2276,40861,-98.56875,29,energy,18,2,9,0.5334051724137931,0.9439655172413793
42,2277,40890,-99.221875,29,energy,21,3,5,0.6697198275862069,0.8836206896551724
42,2278,40898,-98.959375,8,overload,7,0,1,0.732421875,0.890625
42,2279,40913,-101.46875,15,overload,10,4,1,0.73125,0.8333333333333334
42,2280,40939,-100.421875,26,energy,16,1,9,0.5931490384615384,0.9759615384615384
42,2281,40951,-100.2375,12,overload,9,2,1,0.7447916666666666,0.8854166666666666
42,2282,40984,-102.303125,33,energy,17,3,13,0.5364583333333334,0.9772727272727273
42,2283,41028,-101.796875,44,energy,24,6,14,0.5408380681818182,0.9886363636363636
42,2284,41054,-99.659375,26,overload,18,3,5,0.6484375,0.9615384615384616
42,2285,41092,-102.653125,38,energy,21,4,13,0.5777138157894737,0.9539473684210527
42,2286,41130,-103.73124999999999,38,energy,21,5,12,0.6060855263157895,0.9605263157894737
42,2287,41157,-99.91874999999999,27,energy,15,1,11,0.5081018518518519,0.9907407407407407
42,2288,41181,-101.15,24,energy,15,2,7,0.6354166666666666,0.9010416666666666
42,2289,41213,-99.296875,32,energy,22,4,6,0.63427734375,0.9375
42,2290,41236,-100.0875,23,energy,14,1,8,0.5733695652173914,0.9293478260869565
42,2291,41276,-100.521875,40,energy,24,6,10,0.573046875,0.971875
42,2292,41306,-100.3875,30,energy,18,2,10,0.5729166666666666,0.9625
42,2293,41338,-100.309375,32,energy,20,3,9,0.59716796875,0.9375
42,2294,41362,-104.06875,24,overload,13,3,8,0.6653645833333334,0.9114583333333334
42,2295,41394,-101.8,32,energy,19,3,10,0.609375,0.91796875
42,2296,41442,-107.46875,48,energy,23,6,19,0.5826822916666666,0.9635416666666666
42,2297,41467,-97.9875,25,energy,17,1,7,0.5675,1.0
42,2298,41497,-99.725,30,overload,19,4,7,0.5875,0.9625
42,2299,41524,-98.18125,27,energy,18,2,7,0.5659722222222222,0.9259259259259259
42,2300,41557,-101.284375,33,energy,20,3,10,0.6055871212121212,0.9583333333333334
42,2301,41563,-98.6875,6,overload,6,0,0,0.78125,0.75
42,2302,41594,-98.203125,31,energy,21,3,7,0.5871975806451613,0.9233870967741935
42,2303,41617,-97.490625,23,energy,17,1,5,0.6039402173913043,0.9565217391304348
42,2304,41659,-99.60625,42,energy,25,6,11,0.5453869047619048,0.9732142857142857
42,2305,41687,-103.35625,28,overload,16,4,8,0.6484375,0.90625
42,2306,41719,-100.771875,32,overload,21,6,5,0.64599609375,0.90625
42,2307,41746,-97.628125,27,energy,19,2,6,0.5862268518518519,0.8981481481481481
42,2308,41777,-97.125,31,energy,21,3,7,0.5524193548387096,0.9435483870967742
42,2309,41779,-99.703125,2,overload,2,0,0,0.8515625,0.8125
42,2310,41785,-99.09375,6,overload,6,0,0,0.8489583333333334,0.7291666666666666
42,2311,41814,-99.25625,29,energy,18,2,9,0.5571120689655172,0.9870689655172413
42,2312,41844,-102.66875,30,overload,18,5,7,0.6489583333333333,0.8833333333333333
42,2313,41877,-100.221875,33,energy,20,3,10,0.5733901515151515,0.9696969696969697
42,2314,41910,-103.41875,33,overload,21,5,7,0.7035984848484849,0.8674242424242424
42,2315,41919,-98.178125,9,overload,8,0,1,0.6753472222222222,0.9166666666666666
42,2316,41951,-100.859375,32,energy,22,4,6,0.68310546875,0.890625
42,2317,41977,-97.971875,26,energy,18,3,5,0.5835336538461539,0.9663461538461539
42,2318,42000,-96.4375,23,energy,18,1,4,0.6059782608695652,0.9619565217391305
42,2319,42007,-100.840625,7,overload,5,2,0,0.8058035714285714,0.6071428571428571
42,2320,42023,-98.290625,16,overload,12,1,3,0.6181640625,0.9765625
42,2321,42071,-100.4875,48,energy,30,8,10,0.59765625,0.96875
42,2322,42101,-97.86875,30,energy,21,3,6,0.5989583333333334,0.9541666666666667
42,2323,42117,-97.48125,16,overload,14,0,2,0.705078125,0.828125
42,2324,42137,-99.8125,20,overload,15,1,4,0.715625,0.8125
42,2325,42179,-99.553125,42,energy,26,6,10,0.5703125,0.9791666666666666
42,2326,42195,-100.09375,16,overload,11,3,2,0.662109375,0.9453125
42,2327,42228,-99.271875,33,overload,22,6,5,0.6112689393939394,0.946969696969697
42,2328,42235,-97.53125,7,overload,7,0,0,0.6473214285714286,0.8392857142857143
42,2329,42246,-98.584375,11,overload,10,0,1,0.7713068181818182,0.7840909090909091
42,2330,42292,-102.225,46,energy,30,8,8,0.6657608695652174,0.9347826086956522
42,2331,42303,-99.48125,11,overload,9,1,1,0.7528409090909091,0.9090909090909091
42,2332,42311,-100.45,8,overload,6,2,0,0.78125,0.75
42,2333,42348,-98.01875,37,energy,24,5,8,0.5599662162162162,0.9695945945945946
42,2334,42356,-100.090625,8,overload,6,2,0,0.736328125,0.828125
42,2335,42370,-101.43125,14,overload,10,4,0,0.7879464285714286,0.7410714285714286
42,2336,42385,-101.140625,15,overload,10,3,2,0.709375,0.9
42,2337,42402,-99.290625,17,overload,13,1,3,0.6994485294117647,0.9558823529411765
42,2338,42418,-98.7625,16,overload,14,1,1,0.78515625,0.7734375
42,2339,42432,-99.815625,14,overload,11,2,1,0.7511160714285714,0.9464285714285714
42,2340,42455,-97.125,23,energy,18,1,4,0.6358695652173914,0.9347826086956522
42,2341,42469,-100.55625,14,overload,10,3,1,0.7254464285714286,0.7321428571428571
42,2342,42491,-97.43125,22,energy,18,1,3,0.6832386363636364,0.8806818181818182
42,2343,42507,-101.015625,16,overload,11,2,3,0.7197265625,0.875
42,2344,42526,-95.89375,19,energy,16,0,3,0.6101973684210527,0.9473684210526315
42,2345,42535,-99.89375,9,overload,6,1,2,0.6215277777777778,0.9305555555555556
42,2346,42542,-99.615625,7,overload,6,1,0,0.7879464285714286,0.8035714285714286
42,2347,42565,-96.896875,23,energy,17,1,5,0.578125,0.9836956521739131
42,2348,42590,-98.8625,25,energy,17,3,5,0.6025,0.965
42,2349,42606,-97.94375,16,overload,15,0,1,0.802734375,0.71875
42,2350,42629,-95.28125,23,energy,18,1,4,0.5557065217391305,0.9402173913043478
42,2351,42658,-100.084375,29,overload,18,4,7,0.5856681034482759,0.9224137931034483
42,2352,42686,-98.009375,28,energy,19,2,7,0.5753348214285714,0.9553571428571429
42,2353,42697,-98.04375,11,overload,9,0,2,0.6221590909090909,0.9772727272727273
42,2354,42737,-98.653125,40,energy,23,5,12,0.498828125,0.98125
42,2355,42769,-100.89375,32,overload,19,5,8,0.5810546875,0.94140625
42,2356,42792,-98.365625,23,energy,17,1,5,0.641983695652174,0.9021739130434783
42,2357,42815,-97.803125,23,energy,17,1,5,0.6175271739130435,0.9565217391304348
42,2358,42835,-98.0,20,energy,15,0,5,0.625,0.94375
42,2359,42860,-99.253125,25,energy,17,1,7,0.618125,0.9
42,2360,42905,-101.3625,45,energy,27,7,11,0.5902777777777778,0.9305555555555556
42,2361,42947,-100.884375,42,energy,28,7,7,0.6543898809523809,0.9553571428571429
42,2362,42977,-101.490625,30,energy,19,3,8,0.6463541666666667,0.95
42,2363,42996,-99.603125,19,overload,15,2,2,0.7475328947368421,0.8552631578947368
42,2364,43021,-98.35625,25,energy,18,2,5,0.62625,0.945
42,2365,43045,-98.41875,24,energy,17,1,6,0.61328125,0.9166666666666666
42,2366,43078,-98.140625,33,energy,23,4,6,0.6103219696969697,0.9128787878787878
42,2367,43089,-98.4125,11,overload,10,1,0,0.7556818181818182,0.8636363636363636
42,2368,43129,-101.896875,40,energy,24,7,9,0.607421875,0.965625
42,2369,43182,-105.60624999999999,53,energy,26,9,18,0.5454009433962265,0.9599056603773585
42,2370,43202,-97.775,20,energy,16,0,4,0.66875,0.9
42,2371,43216,-100.21875,14,overload,9,3,2,0.6227678571428571,0.9732142857142857
42,2372,43241,-101.09375,25,energy,15,2,8,0.60375,0.95
42,2373,43271,-99.415625,30,energy,21,4,5,0.6505208333333333,0.9291666666666667
42,2374,43308,-101.621875,37,energy,25,7,5,0.6870777027027027,0.9391891891891891
42,2375,43339,-101.18125,31,energy,17,2,12,0.5413306451612904,0.9758064516129032
42,2376,43348,-99.115625,9,overload,8,1,0,0.7795138888888888,0.6944444444444444
42,2377,43367,-96.784375,19,energy,16,0,3,0.6570723684210527,0.9210526315789473
42,2378,43393,-100.28125,26,energy,16,2,8,0.5877403846153846,0.9471153846153846
42,2379,43399,-98.921875,6,overload,6,0,0,0.8203125,0.7708333333333334
42,2380,43419,-97.696875,20,energy,16,0,4,0.66484375,0.8875
42,2381,43455,-98.859375,36,energy,21,4,11,0.5099826388888888,0.96875
42,2382,43459,-99.21875,4,overload,4,0,0,0.8046875,0.875
42,2383,43469,-100.003125,10,overload,7,2,1,0.6703125,0.8
42,2384,43489,-96.759375,20,energy,16,0,4,0.61796875,0.875
42,2385,43496,-98.546875,7,overload,7,0,0,0.7924107142857143,0.7857142857142857
42,2386,43504,-100.9875,8,overload,5,2,1,0.7109375,0.953125
42,2387,43531,-101.0375,27,energy,16,1,10,0.5902777777777778,0.9722222222222222
42,2388,43546,-97.340625,15,overload,13,0,2,0.6760416666666667,0.9416666666666667
42,2389,43575,-99.5375,29,energy,18,3,8,0.5668103448275862,0.978448275862069
42,2390,43600,-98.2875,25,energy,19,2,4,0.6675,0.935
42,2391,43607,-100.684375,7,overload,5,2,0,0.7834821428571429,0.7857142857142857
42,2392,43651,-103.990625,44,overload,28,8,8,0.6906960227272727,0.9005681818181818
42,2393,43664,-98.45,13,overload,11,1,1,0.7115384615384616,0.8557692307692307
42,2394,43706,-100.61875,42,energy,28,8,6,0.6480654761904762,0.9315476190476191
42,2395,43713,-99.678125,7,overload,6,1,0,0.796875,0.875
42,2396,43724,-99.465625,11,overload,9,1,1,0.7514204545454546,0.7840909090909091
42,2397,43755,-98.484375,31,energy,21,3,7,0.5962701612903226,0.967741935483871
42,2398,43780,-98.190625,25,energy,17,1,7,0.575625,0.945
42,2399,43811,-99.05,31,overload,18,4,9,0.5080645161290323,0.9838709677419355
42,2400,43839,-99.421875,28,energy,18,2,8,0.5864955357142857,0.9732142857142857
42,2401,43879,-103.290625,40,energy,21,5,14,0.559765625,0.921875
42,2402,43886,-98.640625,7,overload,7,0,0,0.8058035714285714,0.7142857142857143
42,2403,43913,-97.284375,27,energy,19,2,6,0.5734953703703703,0.9907407407407407
42,2404,43924,-99.0125,11,overload,9,0,2,0.7102272727272727,0.8409090909090909
42,2405,43954,-98.240625,30,energy,19,3,8,0.5380208333333333,0.9875
42,2406,43982,-101.88125,28,overload,17,7,4,0.6350446428571429,0.875
42,2407,44016,-99.765625,34,energy,19,4,11,0.5078125,0.9669117647058824
42,2408,44022,-98.890625,6,overload,6,0,0,0.8151041666666666,0.7708333333333334
42,2409,44048,-99.2875,26,energy,20,2,4,0.71875,0.8942307692307693
42,2410,44080,-101.44375,32,energy,21,4,7,0.6669921875,0.86328125
42,2411,44124,-101.246875,44,energy,27,8,9,0.6033380681818182,0.9659090909090909
42,2412,44154,-98.046875,30,energy,20,3,7,0.5682291666666667,0.9083333333333333
42,2413,44179,-100.0875,25,energy,16,1,8,0.6075,0.895
42,2414,44194,-99.315625,15,overload,12,1,2,0.734375,0.8666666666666667
42,2415,44221,-99.2,27,energy,20,4,3,0.6851851851851852,0.9074074074074074
42,2416,44242,-97.81875,21,energy,15,0,6,0.5818452380952381,0.9821428571428571
42,2417,44272,-100.14375,30,overload,22,4,4,0.7114583333333333,0.8541666666666666
42,2418,44301,-99.0625,29,energy,19,3,7,0.5883620689655172,0.9655172413793104
42,2419,44316,-98.503125,15,overload,12,1,2,0.6802083333333333,0.9083333333333333
42,2420,44348,-96.46875,32,energy,22,4,6,0.5458984375,0.98046875
42,2421,44371,-97.59375,23,energy,18,1,4,0.65625,0.9293478260869565
